date,open,high,low,close
2025-08-18 05:00:00,15.73,15.950000000000001,14.950000000000001,14.99
2025-08-19 05:00:00,15.23,15.91,14.76,15.57
2025-08-20 05:00:00,15.950000000000001,17.19,15.57,15.69
2025-08-21 05:00:00,15.72,17.240000000000002,15.65,16.6
2025-08-22 05:00:00,16.81,16.830000000000002,14.21,14.22
2025-08-25 05:00:00,15.05,15.19,14.24,14.790000000000001
2025-08-26 05:00:00,15.75,15.75,14.620000000000001,14.620000000000001
2025-08-27 05:00:00,14.66,15.23,14.66,14.85
2025-08-28 05:00:00,14.42,14.69,14.120000000000001,14.43
2025-08-29 05:00:00,14.31,15.97,14.31,15.36
2025-09-01 05:00:00,16.17,16.79,15.08,16.12
2025-09-02 05:00:00,16.65,19.38,16.55,17.17
2025-09-03 05:00:00,17.400000000000002,17.57,16.34,16.35
2025-09-04 05:00:00,16.22,16.35,15.280000000000001,15.3
2025-09-05 05:00:00,15.23,16.92,14.74,15.18
2025-09-08 05:00:00,15.58,15.65,14.99,15.11
2025-09-09 05:00:00,15.02,15.82,14.97,15.040000000000001
2025-09-10 05:00:00,14.98,15.63,14.63,15.35
2025-09-11 05:00:00,15.19,15.24,14.65,14.71
2025-09-12 05:00:00,14.620000000000001,14.97,14.41,14.76
2025-09-15 05:00:00,15.14,15.84,14.92,15.69
2025-09-16 05:00:00,15.6,16.38,15.44,16.36
2025-09-17 05:00:00,16.42,16.75,15.26,15.72
2025-09-18 05:00:00,14.93,15.8,14.33,15.700000000000001
2025-09-19 05:00:00,15.76,16.13,15.290000000000001,15.450000000000001
2025-09-22 05:00:00,16.14,16.35,15.780000000000001,16.1
2025-09-23 05:00:00,16.1,17.07,15.950000000000001,16.64
2025-09-24 05:00:00,16.57,17.21,16.18,16.18
2025-09-25 05:00:00,16.55,17.740000000000002,16.32,16.740000000000002
2025-09-26 05:00:00,16.89,17.05,15.290000000000001,15.290000000000001
2025-09-29 05:00:00,15.84,16.29,15.74,16.12
2025-09-30 05:00:00,16.490000000000002,16.7,16.02,16.28
2025-10-01 05:00:00,17.28,17.28,15.98,16.29
2025-10-02 05:00:00,16.12,16.92,15.93,16.63
2025-10-03 05:00:00,16.35,17.06,16.2,16.65
2025-10-06 05:00:00,16.740000000000002,17.09,16.29,16.37
2025-10-07 05:00:00,16.580000000000002,17.55,16.19,17.240000000000002
2025-10-08 05:00:00,17.17,17.2,16.23,16.3
2025-10-09 05:00:00,16.31,17.27,16.26,16.43
2025-10-10 05:00:00,16.36,22.44,16.23,21.66
2025-10-13 05:00:00,19.45,20.77,18.61,19.03
2025-10-14 05:00:00,21.46,22.94,19.18,20.81
2025-10-15 05:00:00,20.02,22.44,19.11,20.64
2025-10-16 05:00:00,20.490000000000002,25.43,19.85,25.310000000000002
2025-10-17 05:00:00,28.41,28.990000000000002,20.73,20.78
2025-10-20 05:00:00,20.53,21.02,18.23,18.23
2025-10-21 05:00:00,18.650000000000002,18.89,17.400000000000002,17.87
2025-10-22 05:00:00,17.84,21.01,17.73,18.6
2025-10-23 05:00:00,18.36,19.35,17.080000000000002,17.3
2025-10-24 05:00:00,17.02,17.22,16.02,16.37
2025-10-27 05:00:00,15.73,16.07,15.620000000000001,15.790000000000001
2025-10-28 05:00:00,15.950000000000001,16.55,15.66,16.42
2025-10-29 05:00:00,16.34,17.580000000000002,16.26,16.92
2025-10-30 05:00:00,16.26,17.41,15.73,16.91
2025-10-31 05:00:00,16.43,18.54,15.96,17.44
2025-11-03 06:00:00,18.06,18.830000000000002,17.0,17.17
2025-11-04 06:00:00,19.73,20.48,17.900000000000002,19.0
2025-11-05 06:00:00,19.37,20.02,17.31,18.01
2025-11-06 06:00:00,18.36,20.31,17.64,19.5
2025-11-07 06:00:00,19.52,22.72,19.080000000000002,19.080000000000002
2025-11-10 06:00:00,18.580000000000002,18.82,17.6,17.6
2025-11-11 06:00:00,17.900000000000002,18.01,17.25,17.28
2025-11-12 06:00:00,17.21,18.06,17.1,17.51
2025-11-13 06:00:00,17.61,21.31,17.51,20.0
2025-11-14 06:00:00,21.330000000000002,23.03,19.56,19.830000000000002
2025-11-17 06:00:00,19.580000000000002,23.44,19.54,22.38
2025-11-18 06:00:00,23.54,25.84,22.91,24.69
